title,make,model,year,condition,transmission,price
Lexus ES 2013 Gold,Lexus,Es,2013.0,Foreign Used,Automatic,19000000
Toyota RAV4 2014 Red,Toyota,Rav4,2014.0,Foreign Used,Automatic,22800000
Toyota Highlander 2016,Toyota,Highlander,2016.0,Foreign Used,Automatic,28500000
Hyundai Sonata SEL 2020 White,Hyundai,Sonata Sel,2020.0,Foreign Used,Automatic,32700000
Lexus GX 470 Sport Utility 2005 Gray,Lexus,Gx 470,2005.0,Foreign Used,Automatic,17500000
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander Limited,2016.0,Foreign Used,Automatic,31500000
Toyota Land Cruiser 4.5 V8 VXR 2007 Gold,Toyota,Land Cruiser,2007.0,Foreign Used,Automatic,25000000
Toyota Venza 2010 Blue,Toyota,Venza,2010.0,Foreign Used,Automatic,18500000
Honda Accord 2011 Black,Honda,Accord,2011.0,Foreign Used,Automatic,11800000
Mercedes-Benz E350 2006 Brown,Mercedes Benz,E350,2006.0,Local Used,Automatic,4000000
Toyota Prius Plug-in Advanced 2012 Red,Toyota,Prius PlugIn,2012.0,Foreign Used,Automatic,12000000
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2014 Gray,Toyota,Corolla S,2014.0,Local Used,Automatic,11500000
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2009 Gray,Toyota,Corolla S,2009.0,Foreign Used,Automatic,11900000
Lexus RX 350 2015 White,Lexus,Rx 350,2015.0,Foreign Used,Automatic,23000000
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Gold,Toyota,Corolla Le,2009.0,Foreign Used,Automatic,11500000
Toyota Sienna 2002 Gold,Toyota,Sienna,2002.0,Local Used,Automatic,3200000
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry Se,2013.0,Foreign Used,Automatic,15500000
Acura MDX 2007 Silver,Acura,Mdx,2007.0,Local Used,Automatic,3950000
Lexus ES 350 FWD 2017 White,Lexus,Es 350,2017.0,Foreign Used,Automatic,27000000
Honda Pilot 2013 Gray,Honda,Pilot,2013.0,Foreign Used,Automatic,12800000
Toyota Corolla LE 2021 Blue,Toyota,Corolla Le,2021.0,Foreign Used,Automatic,27800000
Acura MDX Technology Package AWD (3.7L 6cyl 5A) 2009 Black,Acura,Mdx Technology,2009.0,Foreign Used,Automatic,9000000
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,Mdx Advance,2012.0,Foreign Used,Automatic,11400000
Toyota Matrix XR Hatchback FWD (1.8L 4cyl 4A) 2008 Silver,Toyota,Matrix Xr,2008.0,Foreign Used,Automatic,9000000
Lexus LX 470 AWD 2005 White,Lexus,Lx 470,2005.0,Foreign Used,Automatic,24000000
Lexus RX 350 AWD 2015 Blue,Lexus,Rx 350,2015.0,Foreign Used,Automatic,29500000
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Gray,Toyota,Highlander Xle,2016.0,Foreign Used,Automatic,34000000
Toyota Venza AWD 2012 Gray,Toyota,Venza Awd,2012.0,Foreign Used,Automatic,18500000
Mercedes-Benz C43 4Matic Sedan AWD (3.0L V6 9AM) 2017 Black,Mercedes Benz,C43 4Matic,2017.0,Foreign Used,Automatic,43500000
Acura MDX 2013 Black,Acura,Mdx,2013.0,Foreign Used,Automatic,14000000
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2013 Red,Honda,Accord ExL,2013.0,Foreign Used,Automatic,15000000
Honda Accord 2008 Black,Honda,Accord,2008.0,Local Used,Automatic,6500000
Toyota Venza 2010 Red,Toyota,Venza,2010.0,Local Used,Automatic,14500000
Toyota Highlander 2022 Black,Toyota,Highlander,2022.0,Foreign Used,Automatic,53000000
Toyota Corolla S Plus 4dr Sedan (1.8L 4cyl CVT) 2015 Gray,Toyota,Corolla S,2015.0,Foreign Used,Automatic,16000000
Toyota Venza V6 2010 Green,Toyota,Venza V6,2010.0,Foreign Used,Automatic,18800000
Toyota Corolla 2010 Blue,Toyota,Corolla,2010.0,Foreign Used,Automatic,11500000
Lexus RX 330 2005 Gray,Lexus,Rx 330,2005.0,Foreign Used,Automatic,14500000
Volkswagen Passat 1.8 T 2008 Matt Black,Volkswagen,Passat 1,2008.0,Foreign Used,Manual,7800000
Lexus RX 350 4x4 2007 Gray,Lexus,Rx 350,2007.0,Local Used,Automatic,8700000
Peugeot 307 2005 Silver,Peugeot,307,2005.0,Local Used,Automatic,4750000
Lexus RX 350  F Sport AWD 2019 Gray,Lexus,Rx 350,2019.0,Foreign Used,Automatic,55000000
Volvo XC90 2009 Black,Volvo,Xc90,2009.0,Foreign Used,Automatic,7500000
Lexus ES 2007 Black,Lexus,Es,2007.0,Local Used,Automatic,11390625
Toyota Sienna 2008 Red,Toyota,Sienna,2008.0,Local Used,Automatic,7700000
Mercedes-Benz GLK-Class 2010 Blue,Mercedes Benz,GlkClass,2010.0,Local Used,Automatic,11200000
Lexus ES 350 FWD 2014 Black,Lexus,Es 350,2014.0,Foreign Used,Automatic,21500000
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2016 Red,Toyota,Camry Xle,2016.0,Foreign Used,Automatic,20000000
Mercedes-Benz GLE-Class GLE 350 2016 Red,Mercedes Benz,GleClass Gle,2016.0,Foreign Used,Automatic,44000000
Mercedes-Benz C400 4Matic AWD Sedan (3.0L V6 7A) 2015 Black,Mercedes Benz,C400 4Matic,2015.0,Foreign Used,Automatic,37000000
Lexus NX 300 AWD 2019 Gold,Lexus,Nx 300,2019.0,Local Used,Automatic,35000000
Honda Accord EX-L V-6 4dr Sedan FWD (3.5L 6cyl 6A) 2016 Black,Honda,Accord ExL,2016.0,Foreign Used,Automatic,17900000
Toyota Highlander 2016 Gold,Toyota,Highlander,2016.0,Foreign Used,Automatic,28000000
Honda CR-V 2.0i ES Automatic 2003 Black,Honda,CrV 2,2003.0,Local Used,Automatic,7000000
Lexus ES 2014 White,Lexus,Es,2014.0,Foreign Used,Automatic,19999000
Toyota Camry 2007 Gold,Toyota,Camry,2007.0,Local Used,Automatic,6700000
Honda Crosstour 2011 White,Honda,Crosstour,2011.0,Foreign Used,Automatic,11500000
Honda CR-V Touring 4dr SUV AWD (1.5L 4cyl CVT) 2017 Black,Honda,CrV Touring,2017.0,Foreign Used,Automatic,26000000
Lexus ES 350 2011 Gold,Lexus,Es 350,2011.0,Foreign Used,Automatic,14000000
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 Red,Toyota,Camry Xle,2014.0,Foreign Used,Automatic,15000000
Lexus RX 350 AWD 2016 Gold,Lexus,Rx 350,2016.0,Foreign Used,Automatic,43500000
Toyota Previa 2.4 GL 7-seater 1999 Gray,Toyota,Previa 2,1999.0,Foreign Used,Manual,13500000
Toyota Corolla S 2007 Silver,Toyota,Corolla S,2007.0,Foreign Used,Automatic,9800000
Toyota RAV4 3.5 Sport 2011 Red,Toyota,Rav4 3,2011.0,Foreign Used,Automatic,15950000
Toyota Sienna LE AWD 7-Passenger 2013 Gray,Toyota,Sienna Le,2013.0,Foreign Used,Automatic,16000000
Toyota Highlander 2013 White,Toyota,Highlander,2013.0,Foreign Used,Automatic,22500000
Toyota Camry SE Sport 4dr Sedan (2.5L 4cyl 6A) 2014 Red,Toyota,Camry Se,2014.0,Foreign Used,Automatic,14850000
Nissan Pathfinder SV 4dr SUV 4WD (3.5L 6cyl CVT) 2015 Red,Nissan,Pathfinder Sv,2015.0,Foreign Used,Automatic,14200000
Honda Accord 2012 Gray,Honda,Accord,2012.0,Local Used,Automatic,6500000
Toyota Venza 2015 Gray,Toyota,Venza,2015.0,Foreign Used,Automatic,24000000
Lexus RX 2011 Black,Lexus,Rx,2011.0,Local Used,Automatic,16300000
Lexus RX 2017 White,Lexus,Rx,2017.0,Foreign Used,Automatic,48000000
Toyota RAV4 2008 Silver,Toyota,Rav4,2008.0,Foreign Used,Automatic,11800000
Mercedes-Benz C450 2016 White,Mercedes Benz,C450,2016.0,Foreign Used,Automatic,38000000
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry Le,2009.0,Foreign Used,Automatic,8800000
Toyota 4-Runner Limited 4dr 4x4 (4.0L 6cyl 5A) 2016 Gray,Toyota,4Runner Limited,2016.0,Foreign Used,Automatic,50000000
Toyota Yaris 2009 Red,Toyota,Yaris,2009.0,Foreign Used,Automatic,8800000
Honda Ridgeline 2007 Red,Honda,Ridgeline,2007.0,Foreign Used,Automatic,11000000
Lexus GX 460 2012 Gold,Lexus,Gx 460,2012.0,Foreign Used,Automatic,35000000
Lexus RX 350 2013 Brown,Lexus,Rx 350,2013.0,Foreign Used,Automatic,26000000
Lexus RX 350 2011 Black,Lexus,Rx 350,2011.0,Foreign Used,Automatic,21000000
Toyota Avensis Verso 2.0 Petrol 2005 Silver,Toyota,Avensis Verso,2005.0,Local Used,Automatic,6500000
Honda Accord LX 4dr Sedan FWD (2.4L 4cyl 2A) 2016 White,Honda,Accord Lx,2016.0,Foreign Used,Automatic,15900000
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2018 Black,Toyota,Highlander Limited,2018.0,Foreign Used,Automatic,36500000
Toyota Venza V6 2010 Silver,Toyota,Venza V6,2010.0,Foreign Used,Automatic,18800000
Toyota Camry 2011 Black,Toyota,Camry,2011.0,Local Used,Automatic,7050000
Acura ZDX Base AWD 2011,Acura,Zdx Base,2011.0,Local Used,Automatic,8800000
Hyundai Sonata 2015 White,Hyundai,Sonata,2015.0,Foreign Used,Automatic,15000000
Lexus IS 250 2014 Gray,Lexus,Is 250,2014.0,Foreign Used,Automatic,22000000
Hyundai Veloster Automatic 2012 Gray,Hyundai,Veloster Automatic,2012.0,Foreign Used,Automatic,14500000
Toyota Avalon 2015 Maroon,Toyota,Avalon,2015.0,Foreign Used,Automatic,19500000
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2010 Blue,Toyota,Matrix Hatchback,2010.0,Foreign Used,Automatic,9700000
Lexus GX 460 2012 Black,Lexus,Gx 460,2012.0,Foreign Used,Automatic,38000000
Toyota Avensis 1.8 VVT-i 2006 White,Toyota,Avensis 1,2006.0,Foreign Used,Manual,9400000
Toyota Sequoia Platinum 4dr SUV (5.7L 8cyl 6A) 2013 Silver,Toyota,Sequoia Platinum,2013.0,Foreign Used,Automatic,31000000
Mercedes-Benz CLA-Class AMG CLA 45 4MATIC Sedan 2016 White,Mercedes Benz,ClaClass Amg,2016.0,Local Used,Automatic,22000000
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2015 Black,Toyota,Camry Se,2015.0,Foreign Used,Automatic,18000000
Toyota Corolla 2015 White,Toyota,Corolla,2015.0,Foreign Used,Automatic,16000000
Honda Civic Touring 2021 Gray,Honda,Civic Touring,2021.0,Foreign Used,Automatic,38000000
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015 Black,Mercedes Benz,GlkClass Base,2015.0,Foreign Used,Automatic,19500000
Lexus NX 200t AWD 2016 Gray,Lexus,Nx 200T,2016.0,Foreign Used,Automatic,29500000
Toyota Yaris 2008 Black,Toyota,Yaris,2008.0,Foreign Used,Automatic,9500000
Ford Escape SE 4x4 2016 Brown,Ford,Escape Se,2016.0,Foreign Used,Automatic,19000000
Toyota Land Cruiser 4.5 V8 VXR 2007 Green,Toyota,Land Cruiser,2007.0,Foreign Used,Automatic,26000000
Toyota 4-Runner Limited V6 4x4 2005 Gold,Toyota,4Runner Limited,2005.0,Foreign Used,Automatic,13800000
Mercedes-Benz E300 2013 Red,Mercedes Benz,E300,2013.0,Foreign Used,Automatic,14000000
Ford Fusion Sport AWD 2017 Black,Ford,Fusion Sport,2017.0,Foreign Used,Automatic,17500000
Toyota Camry 2008 Silver,Toyota,Camry,2008.0,Local Used,Automatic,7200000
Lexus GX 460 2010 Black,Lexus,Gx 460,2010.0,Local Used,Automatic,26000000
Toyota Corolla 1.4 C 2005 Blue,Toyota,Corolla 1,2005.0,Foreign Used,Automatic,9200000
Ford Edge Titanium 4dr AWD (2.0L 4cyl 6A) 2016 Blue,Ford,Edge Titanium,2016.0,Foreign Used,Automatic,25000000
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2013 Black,Hyundai,Sonata Limited,2013.0,Foreign Used,Automatic,12500000
Honda Accord LX 2018 Black,Honda,Accord Lx,2018.0,Foreign Used,Automatic,24000000
Lexus RX 350 2017 White,Lexus,Rx 350,2017.0,Foreign Used,Automatic,39600000
Mercedes-Benz GLC-Class 2020 Black,Mercedes Benz,GlcClass,2020.0,Foreign Used,Automatic,29800000
Hyundai Santa Fe Sport 2013 Red,Hyundai,Santa Fe,2013.0,Foreign Used,Automatic,15800000
Lexus RX 350 2018 Gray,Lexus,Rx 350,2018.0,Foreign Used,Automatic,46500000
Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander Limited,2015.0,Foreign Used,Automatic,31500000
Audi A4 2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT) 2014 White,Audi,A4 2,2014.0,Foreign Used,Automatic,13900000
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 White,Mercedes Benz,C300 Sport,2014.0,Foreign Used,Automatic,15900000
Mercedes-Benz GLA 250 2015 Black,Mercedes Benz,Gla 250,2015.0,Foreign Used,Automatic,24500000
Lexus IS 2008 Black,Lexus,Is,2008.0,Local Used,Automatic,5000000
Lexus GX 460 Base 2015 Gray,Lexus,Gx 460,2015.0,Foreign Used,Automatic,43000000
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2011 Matt Black,Toyota,Camry Le,2011.0,Foreign Used,Automatic,11500000
Toyota FJ Cruiser 4x4 Automatic 2012 White,Toyota,Fj Cruiser,2012.0,Foreign Used,Automatic,32600000
Honda Accord EX-L 2.0T 2020 Black,Honda,Accord ExL,2020.0,Foreign Used,Automatic,24800000
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2012 Black,Toyota,Land Cruiser,2012.0,Local Used,Automatic,31500000
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2013 Black,Toyota,Rav4 Limited,2013.0,Foreign Used,Automatic,21800000
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015 White,Mercedes Benz,GlkClass Base,2015.0,Foreign Used,Automatic,24000000
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Gray,Mercedes Benz,C300 Luxury,2014.0,Foreign Used,Automatic,13700000
Toyota 4-Runner 2013 Black,Toyota,4Runner,2013.0,Local Used,Automatic,19500000
Honda CR-V 2008 Blue,Honda,CrV,2008.0,Local Used,Automatic,6500000
Toyota Land Cruiser 2004 Gray,Toyota,Land Cruiser,2004.0,Foreign Used,Automatic,18800000
Honda Pilot 2009 Blue,Honda,Pilot,2009.0,Foreign Used,Automatic,12800000
Toyota Tacoma 2009 Blue,Toyota,Tacoma,2009.0,Foreign Used,Automatic,21500000
Mazda CX-9 Touring FWD 2017 Red,Mazda,Cx9 Touring,2017.0,Foreign Used,Automatic,29000000
Lexus RX 350 2011 Black,Lexus,Rx 350,2011.0,Foreign Used,Automatic,19800000
Toyota Highlander V6 2006 Gold,Toyota,Highlander V6,2006.0,Foreign Used,Automatic,12000000
Toyota 4-Runner Limited 4x4 V6 2007 Blue,Toyota,4Runner Limited,2007.0,Foreign Used,Automatic,15500000
Lexus IS 350 2008 Black,Lexus,Is 350,2008.0,Local Used,Automatic,9000000
Kia Sorento 2008 Silver,Kia,Sorento,2008.0,Local Used,Automatic,5000000
Hyundai Elantra 2013 Brown,Hyundai,Elantra,2013.0,Local Used,Automatic,9000000
Acura MDX w/Advance Pkg SH-AWD 2018 White,Acura,Mdx W,2018.0,Foreign Used,Automatic,27000000
Mazda AZ 2012,Mazda,Az,2012.0,Foreign Used,Automatic,11600000
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Gold,Toyota,Camry Le,2007.0,Foreign Used,Automatic,9300000
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2014 Black,Mercedes Benz,M Class,2014.0,Foreign Used,Automatic,22700000
Toyota Camry 2.4 SE 2008 White,Toyota,Camry 2,2008.0,Foreign Used,Automatic,9800000
Ford Edge Sport 4dr AWD (3.7L 6cyl 6A) 2012 Brown,Ford,Edge Sport,2012.0,Local Used,Automatic,6300000
Mercedes-Benz GLC-Class 2018 Black,Mercedes Benz,GlcClass,2018.0,Foreign Used,Automatic,40000000
Toyota Yaris 2004 Silver,Toyota,Yaris,2004.0,Foreign Used,Manual,4400000
Mercedes-Benz GLC-Class 2018 Black,Mercedes Benz,GlcClass,2018.0,Foreign Used,Automatic,30000000
Mercedes-Benz C300 2015 Silver,Mercedes Benz,C300,2015.0,Foreign Used,Automatic,25000000
Mitsubishi SpaceWagon 2004 Silver,Mitsubishi,Spacewagon,2004.0,Local Used,Manual,3950000
Lexus RX 350 2008 Silver,Lexus,Rx 350,2008.0,Foreign Used,Automatic,15500000
Toyota Corolla LE 2021,Toyota,Corolla Le,2021.0,Foreign Used,Automatic,27500000
Hyundai Ix35 2013 Black,Hyundai,Ix35,2013.0,Local Used,Automatic,9550000
Hyundai Elantra 2017 Gray,Hyundai,Elantra,2017.0,Foreign Used,Automatic,13900000
Toyota Corolla LE 2007 Green,Toyota,Corolla Le,2007.0,Foreign Used,Automatic,10000000
Acura MDX 2014 Black,Acura,Mdx,2014.0,Foreign Used,Automatic,14000000
Acura MDX SUV 4dr FWD (3.5L 6cyl 9A) 2016 Black,Acura,Mdx Suv,2016.0,Foreign Used,Automatic,21500000
Toyota Sequoia Platinum 4dr SUV (5.7L 8cyl 6A) 2013 Black,Toyota,Sequoia Platinum,2013.0,Foreign Used,Automatic,21000000
Toyota Sienna LE AWD 2005 Blue,Toyota,Sienna Le,2005.0,Foreign Used,Automatic,10500000
Acura MDX Advance & Ent. Pkgs SH-AWD 2019 White,Acura,Mdx Advance,2019.0,Foreign Used,Automatic,30000000
Toyota Sienna XLE 7 Passenger (3.5L 6cyl 6A) 2016 Black,Toyota,Sienna Xle,2016.0,Foreign Used,Automatic,25000000
Mercedes-Benz A-Class A 220 2019 Black,Mercedes Benz,AClass A,2019.0,Foreign Used,Automatic,35000000
Lexus RX 350 2015 Burgundy,Lexus,Rx 350,2015.0,Foreign Used,Automatic,30000000
Lexus ES 350 FWD 2014 White,Lexus,Es 350,2014.0,Foreign Used,Automatic,20000000
Hyundai Sonata Sport Sedan FWD (2.4L 4cyl 6A) 2016 Gray,Hyundai,Sonata Sport,2016.0,Foreign Used,Automatic,16500000
Honda Odyssey 2006 Gray,Honda,Odyssey,2006.0,Foreign Used,Automatic,9500000
Toyota C-HR 2020 Beige,Toyota,CHr,2020.0,Foreign Used,Automatic,33000000
Lexus RX 330 4WD 2005 White,Lexus,Rx 330,2005.0,Foreign Used,Automatic,12800000
Toyota Camry SE 2021 Black,Toyota,Camry Se,2021.0,Foreign Used,Automatic,35000000
Toyota RAV4 XLE AWD 2020 Blue,Toyota,Rav4 Xle,2020.0,Foreign Used,Automatic,43000000
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Blue,Toyota,Camry Le,2013.0,Foreign Used,Automatic,15500000
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord ExL,2016.0,Foreign Used,Automatic,18999999
Honda Accord 2005 Blue,Honda,Accord,2005.0,Local Used,Automatic,2950000
Toyota Land Cruiser Prado 4.0 Petrol GX-R 2014 Black,Toyota,Land Cruiser,2014.0,Local Used,Automatic,47500000
Hyundai Santa Fe 2013 Silver,Hyundai,Santa Fe,2013.0,Local Used,Automatic,9000000
Toyota Corolla 2015 White,Toyota,Corolla,2015.0,Local Used,Automatic,9250000
Lexus ES 350 FWD 2014 Black,Lexus,Es 350,2014.0,Local Used,Automatic,14200000
Honda Accord Crosstour EX-L w/Navigation AWD 2013 Silver,Honda,Accord Crosstour,2013.0,Foreign Used,Automatic,16000000
Honda Accord Crosstour EX 2011,Honda,Accord Crosstour,2011.0,Foreign Used,Automatic,11500000
Mercedes-Benz GLC-Class 2017 Black,Mercedes Benz,GlcClass,2017.0,Foreign Used,Automatic,50000000
Mercedes-Benz C350 C 350 4MATIC AWD 2013 Black,Mercedes Benz,C350 C,2013.0,Local Used,Automatic,12000000
Hyundai Tucson Sport AWD 2016 Gray,Hyundai,Tucson Sport,2016.0,Foreign Used,Automatic,20200000
Mercedes-Benz GLK-Class 350 4MATIC 2013 Silver,Mercedes Benz,GlkClass 350,2013.0,Local Used,Automatic,12800000
Ford Explorer XLT 4dr SUV AWD (3.5L 6cyl 6A) 2014 Red,Ford,Explorer Xlt,2014.0,Foreign Used,Automatic,11500000
Mini Countryman John Cooper Works AWD ALL4 2018 Black,Mini,Countryman John,2018.0,Foreign Used,Automatic,32500000
Hyundai Sonata ECO Sedan FWD (1.6L 4cyl 7A) 2017 Burgundy,Hyundai,Sonata Eco,2017.0,Foreign Used,Automatic,15500000
Honda Accord LX 4dr Sedan FWD (2.4L 4cyl 2A) 2013 White,Honda,Accord Lx,2013.0,Foreign Used,Automatic,15800000
Toyota Camry 2013 Red,Toyota,Camry,2013.0,Foreign Used,Automatic,13950000
Honda Accord EX-L (2.0L 4cyl Turbo 10A) 2019 Gray,Honda,Accord ExL,2019.0,Foreign Used,Automatic,30000000
Volkswagen Passat 2014 White,Volkswagen,Passat,2014.0,Foreign Used,Automatic,13900000
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry Xse,2018.0,Foreign Used,Automatic,32500000
Toyota Venza 2011 Brown,Toyota,Venza,2011.0,Local Used,Automatic,11300000
Lexus RX 350 2013 Burgundy,Lexus,Rx 350,2013.0,Foreign Used,Automatic,23900000
Hyundai Santa Fe Limited AWD 2016 Silver,Hyundai,Santa Fe,2016.0,Foreign Used,Automatic,22000000
Lexus GX 460 Premium 2013 Silver,Lexus,Gx 460,2013.0,Foreign Used,Automatic,36000000
Toyota Tacoma Limited V6 4x4 Double Cab 127.4 in. WB 2020 Black,Toyota,Tacoma Limited,2020.0,Foreign Used,Automatic,39000000
Lexus ES 350 FWD 2015 Red,Lexus,Es 350,2015.0,Foreign Used,Automatic,21000000
Lexus ES 350 2011 Red,Lexus,Es 350,2011.0,Foreign Used,Automatic,13500000
Toyota Highlander Limited V6 FWD 2003 Green,Toyota,Highlander Limited,2003.0,Foreign Used,Automatic,11880000
Pontiac Vibe 2007 Blue,Pontiac,Vibe,2007.0,Foreign Used,Automatic,9980000
Toyota Camry LE FWD 2020 Black,Toyota,Camry Le,2020.0,Foreign Used,Automatic,25000000
Toyota Corolla 2014 Gray,Toyota,Corolla,2014.0,Foreign Used,Automatic,16500000
Toyota Highlander 2016 Silver,Toyota,Highlander,2016.0,Foreign Used,Automatic,28000000
Toyota Camry 2020 White,Toyota,Camry,2020.0,Foreign Used,Automatic,37000000
Toyota Avensis Wagon 2005,Toyota,Avensis Wagon,2005.0,Foreign Used,Automatic,8800000
Hyundai Tucson 2013 White,Hyundai,Tucson,2013.0,Foreign Used,Automatic,16500000
Toyota Avensis Verso 2.0 Petrol 2008 Black,Toyota,Avensis Verso,2008.0,Foreign Used,Manual,15000000
Toyota 4-Runner Limited 4x4 V6 2009 Gray,Toyota,4Runner Limited,2009.0,Foreign Used,Automatic,15800000
Lexus GX 470 2007 Gray,Lexus,Gx 470,2007.0,Foreign Used,Automatic,17000000
Toyota Camry 2008 Green,Toyota,Camry,2008.0,Foreign Used,Automatic,10800000
Lexus RX 330 2005 Gold,Lexus,Rx 330,2005.0,Foreign Used,Automatic,14500000
Toyota Highlander Limited 2009 Gold,Toyota,Highlander Limited,2009.0,Foreign Used,Automatic,17500000
Hyundai Santa Fe Limited 2.0T AWD 2020 Gray,Hyundai,Santa Fe,2020.0,Foreign Used,Automatic,32000000
Toyota Highlander Limited Platinum 4dr SUV AWD (3.5L 6cyl 6A) 2015,Toyota,Highlander Limited,2015.0,Foreign Used,Automatic,32000000
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2010 Gray,Acura,Mdx Advance,2010.0,Foreign Used,Automatic,11800000
Toyota 4-Runner Limited 4x4 V6 2009 Black,Toyota,4Runner Limited,2009.0,Foreign Used,Automatic,19000000
Lexus ES 2003 Silver,Lexus,Es,2003.0,Local Used,Automatic,5550000
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,Toyota,Corolla Le,2010.0,Local Used,Automatic,7650000
Lexus RX 350 2011 Black,Lexus,Rx 350,2011.0,Local Used,Automatic,15800000
Toyota Venza 2011 Silver,Toyota,Venza,2011.0,Foreign Used,Automatic,19500000
Toyota Camry 2010 Gray,Toyota,Camry,2010.0,Local Used,Automatic,6700000
Toyota RAV4 XLE FWD 2020 Silver,Toyota,Rav4 Xle,2020.0,Foreign Used,Automatic,34500000
Lexus ES 350 Ultra Luxury FWD 2019 Matt Black,Lexus,Es 350,2019.0,Foreign Used,Automatic,42800000
Lexus ES 350 FWD 2014 Red,Lexus,Es 350,2014.0,Foreign Used,Automatic,19500000
Toyota Previa Automatic 2001 Blue,Toyota,Previa Automatic,2001.0,Local Used,Automatic,4200000
Mercedes-Benz GLK-Class 350 4MATIC 2012 Silver,Mercedes Benz,GlkClass 350,2012.0,Local Used,Automatic,14500000
Toyota Camry 2.4 WT-i 2005 Silver,Toyota,Camry 2,2005.0,Local Used,Automatic,4000000
Honda CR-V 2.0i ES Automatic 2003 Green,Honda,CrV 2,2003.0,Local Used,Automatic,2550000
Toyota Land Cruiser 100 VX 4.7 V8 2005 Black,Toyota,Land Cruiser,2005.0,Local Used,Automatic,9000000
Acura MDX SH 4dr SUV AWD (3.5L 6cyl 9A) 2016 Silver,Acura,Mdx Sh,2016.0,Foreign Used,Automatic,18800000
Toyota Corolla Verso 1.8 Luna 2006 Red,Toyota,Corolla Verso,2006.0,Foreign Used,Automatic,11500000
Lexus ES 350 FWD 2016 Black,Lexus,Es 350,2016.0,Foreign Used,Automatic,27000000
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 White,Acura,Mdx Advance,2013.0,Foreign Used,Automatic,11500000
Honda Accord Crosstour EX 2012 Black,Honda,Accord Crosstour,2012.0,Foreign Used,Automatic,13500000
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2018 Brown,Toyota,Highlander Xle,2018.0,Foreign Used,Automatic,37000000
Toyota Highlander Limited 2010 Blue,Toyota,Highlander Limited,2010.0,Foreign Used,Automatic,14000000
Mercedes-Benz M Class 2015 Black,Mercedes Benz,M Class,2015.0,Foreign Used,Automatic,26800000
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Silver,Mercedes Benz,GleClass Gle,2017.0,Foreign Used,Automatic,36500000
Mercedes-Benz GLC-Class 2019 White,Mercedes Benz,GlcClass,2019.0,Foreign Used,Automatic,35500000
Toyota Tacoma Access Cab 4x2 PreRunner 4.0L V6 5-Speed Automatic 2013,Toyota,Tacoma Access,2013.0,Foreign Used,Automatic,21000000
Mercedes-Benz C230 2004 Silver,Mercedes Benz,C230,2004.0,Local Used,Automatic,2700000
Toyota Highlander 2004 Silver,Toyota,Highlander,2004.0,Local Used,Automatic,6200000
Toyota Highlander 2005 Gold,Toyota,Highlander,2005.0,Local Used,Automatic,6200000
Lexus RX 350 2014 Maroon,Lexus,Rx 350,2014.0,Foreign Used,Automatic,30000000
Ford Edge 2010 Red,Ford,Edge,2010.0,Foreign Used,Automatic,10500000
