title,make,model,year,condition,transmission,price
Lexus RX 350 2015 Burgundy,Lexus,RX 350,2015,foreign used,automatic,"₦ 30,000,000"
Lexus ES 350 FWD 2014 White,Lexus,ES 350,2014,foreign used,automatic,"₦ 20,000,000"
Hyundai Sonata Sport Sedan FWD (2.4L 4cyl 6A) 2016 Gray,Hyundai,Sonata Sport,2016,foreign used,automatic,"₦ 16,500,000"
Honda Odyssey 2006 Gray,Honda,Odyssey,2006,foreign used,automatic,"₦ 9,500,000"
New Lexus LX 2025 Black,New,Lexus LX,2025,brand new,automatic,"₦ 367,000,000"
Toyota C-HR 2020 Beige,Toyota,C-HR,2020,foreign used,automatic,"₦ 33,000,000"
Lexus RX 330 4WD 2005 White,Lexus,RX 330,2005,foreign used,automatic,"₦ 12,800,000"
Toyota Camry SE 2021 Black,Toyota,Camry SE,2021,foreign used,automatic,"₦ 35,000,000"
Toyota RAV4 XLE AWD 2020 Blue,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 43,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Blue,Toyota,Camry LE,2013,foreign used,automatic,"₦ 15,500,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord EX-L,2016,foreign used,automatic,"₦ 18,999,999"
Honda Accord 2005 Blue,Honda,Accord,2005,local used,automatic,"₦ 2,950,000"
Toyota Land Cruiser Prado 4.0 Petrol GX-R 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 47,500,000"
Hyundai Santa Fe 2013 Silver,Hyundai,Santa Fe,2013,local used,automatic,"₦ 9,000,000"
Toyota Corolla 2015 White,Toyota,Corolla,2015,local used,automatic,"₦ 9,250,000"
Lexus ES 350 FWD 2014 Black,Lexus,ES 350,2014,local used,automatic,"₦ 14,200,000"
New Lexus NX 350 AWD 2024 Black,New,Lexus NX,2024,brand new,automatic,"₦ 140,000,000"
Honda Accord Crosstour EX-L w/Navigation AWD 2013 Silver,Honda,Accord Crosstour,2013,foreign used,automatic,"₦ 16,000,000"
Honda Accord Crosstour EX 2011,Honda,Accord Crosstour,2011,foreign used,automatic,"₦ 11,500,000"
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 50,000,000"
Mercedes-Benz C350 C 350 4MATIC AWD 2013 Black,Mercedes-Benz,C350 C,2013,local used,automatic,"₦ 12,000,000"
Hyundai Tucson Sport AWD 2016 Gray,Hyundai,Tucson Sport,2016,foreign used,automatic,"₦ 20,200,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Silver,Mercedes-Benz,GLK-Class 350,2013,local used,automatic,"₦ 12,800,000"
Ford Explorer XLT 4dr SUV AWD (3.5L 6cyl 6A) 2014 Red,Ford,Explorer XLT,2014,foreign used,automatic,"₦ 11,500,000"
Mini Countryman John Cooper Works AWD ALL4 2018 Black,Mini,Countryman John,2018,foreign used,automatic,"₦ 32,500,000"
Hyundai Sonata ECO Sedan FWD (1.6L 4cyl 7A) 2017 Burgundy,Hyundai,Sonata ECO,2017,foreign used,automatic,"₦ 15,500,000"
Honda Accord LX 4dr Sedan FWD (2.4L 4cyl 2A) 2013 White,Honda,Accord LX,2013,foreign used,automatic,"₦ 15,800,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,"₦ 13,950,000"
Honda Accord EX-L (2.0L 4cyl Turbo 10A) 2019 Gray,Honda,Accord EX-L,2019,foreign used,automatic,"₦ 30,000,000"
Volkswagen Passat 2014 White,Volkswagen,Passat,2014,foreign used,automatic,"₦ 13,900,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry XSE,2018,foreign used,automatic,"₦ 32,500,000"
Toyota Venza 2011 Brown,Toyota,Venza,2011,local used,automatic,"₦ 11,300,000"
Lexus RX 350 2013 Burgundy,Lexus,RX 350,2013,foreign used,automatic,"₦ 23,900,000"
Hyundai Santa Fe Limited AWD 2016 Silver,Hyundai,Santa Fe,2016,foreign used,automatic,"₦ 22,000,000"
Lexus GX 460 Premium 2013 Silver,Lexus,GX 460,2013,foreign used,automatic,"₦ 36,000,000"
Toyota Tacoma Limited V6 4x4 Double Cab 127.4 in. WB 2020 Black,Toyota,Tacoma Limited,2020,foreign used,automatic,"₦ 39,000,000"
Lexus ES 350 FWD 2015 Red,Lexus,ES 350,2015,foreign used,automatic,"₦ 21,000,000"
Rover 25 2018 Red,Rover,25,2018,foreign used,automatic,"₦ 76,000,000"
Cadillac Escalade 2021 Black,Cadillac,Escalade,2021,foreign used,automatic,"₦ 215,000,000"
Lexus ES 350 2011 Red,Lexus,ES 350,2011,foreign used,automatic,"₦ 13,500,000"
Toyota Highlander Limited V6 FWD 2003 Green,Toyota,Highlander Limited,2003,foreign used,automatic,"₦ 11,880,000"
Lexus IS 350 2021 White,Lexus,IS 350,2021,foreign used,automatic,"₦ 78,500,000"
Pontiac Vibe 2007 Blue,Pontiac,Vibe,2007,foreign used,automatic,"₦ 9,980,000"
Toyota Camry LE FWD 2020 Black,Toyota,Camry LE,2020,foreign used,automatic,"₦ 25,000,000"
Toyota Corolla 2014 Gray,Toyota,Corolla,2014,foreign used,automatic,"₦ 16,500,000"
Toyota Highlander 2016 Silver,Toyota,Highlander,2016,foreign used,automatic,"₦ 28,000,000"
Toyota Camry 2020 White,Toyota,Camry,2020,foreign used,automatic,"₦ 37,000,000"
Toyota Avensis Wagon 2005,Toyota,Avensis Wagon,2005,foreign used,automatic,"₦ 8,800,000"
Hyundai Tucson 2013 White,Hyundai,Tucson,2013,foreign used,automatic,"₦ 16,500,000"
Lexus ES 350 F Sport 2020 Silver,Lexus,ES 350,2020,foreign used,automatic,"₦ 58,500,000"
Toyota Avensis Verso 2.0 Petrol 2008 Black,Toyota,Avensis Verso,2008,foreign used,manual,"₦ 15,000,000"
Toyota 4-Runner Limited 4x4 V6 2009 Gray,Toyota,4-Runner Limited,2009,foreign used,automatic,"₦ 15,800,000"
Lexus GX 470 2007 Gray,Lexus,GX 470,2007,foreign used,automatic,"₦ 17,000,000"
Toyota Camry 2008 Green,Toyota,Camry,2008,foreign used,automatic,"₦ 10,800,000"
Lexus RX 330 2005 Gold,Lexus,RX 330,2005,foreign used,automatic,"₦ 14,500,000"
Toyota Highlander Limited 2009 Gold,Toyota,Highlander Limited,2009,foreign used,automatic,"₦ 17,500,000"
Lexus GX 460 Luxury 2019 Silver,Lexus,GX 460,2019,foreign used,automatic,"₦ 75,000,000"
Mercedes-Benz GLC-Class 2018 White,Mercedes-Benz,GLC-Class,2018,foreign used,automatic,"₦ 85,000,000"
Hyundai Santa Fe Limited 2.0T AWD 2020 Gray,Hyundai,Santa Fe,2020,foreign used,automatic,"₦ 32,000,000"
Toyota Highlander Limited Platinum 4dr SUV AWD (3.5L 6cyl 6A) 2015,Toyota,Highlander Limited,2015,foreign used,automatic,"₦ 32,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2010 Gray,Acura,MDX Advance,2010,foreign used,automatic,"₦ 11,800,000"
Toyota 4-Runner Limited 4x4 V6 2009 Black,Toyota,4-Runner Limited,2009,foreign used,automatic,"₦ 19,000,000"
Lexus ES 2003 Silver,Lexus,ES,2003,local used,automatic,"₦ 5,550,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,Toyota,Corolla LE,2010,local used,automatic,"₦ 7,650,000"
Lexus RX 350 2011 Black,Lexus,RX 350,2011,local used,automatic,"₦ 15,800,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 102,000,000"
Toyota Venza 2011 Silver,Toyota,Venza,2011,foreign used,automatic,"₦ 19,500,000"
Toyota Camry 2010 Gray,Toyota,Camry,2010,local used,automatic,"₦ 6,700,000"
Toyota RAV4 XLE FWD 2020 Silver,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 34,500,000"
Lexus ES 350 Ultra Luxury FWD 2019 Matt Black,Lexus,ES 350,2019,foreign used,automatic,"₦ 42,800,000"
Lexus RX 350 2022 Gold,Lexus,RX 350,2022,foreign used,automatic,"₦ 85,000,000"
Lexus ES 350 FWD 2014 Red,Lexus,ES 350,2014,foreign used,automatic,"₦ 19,500,000"
Toyota Previa Automatic 2001 Blue,Toyota,Previa Automatic,2001,local used,automatic,"₦ 4,200,000"
Land Rover Range Rover Velar P380 HSE R-Dynamic 4x4 2019 Gold,Land,Rover Range,2019,foreign used,automatic,"₦ 57,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2012 Silver,Mercedes-Benz,GLK-Class 350,2012,local used,automatic,"₦ 14,500,000"
Toyota Camry 2.4 WT-i 2005 Silver,Toyota,Camry 2,2005,local used,automatic,"₦ 4,000,000"
Honda CR-V 2.0i ES Automatic 2003 Green,Honda,CR-V 2,2003,local used,automatic,"₦ 2,550,000"
Toyota Land Cruiser 100 VX 4.7 V8 2005 Black,Toyota,Land Cruiser,2005,local used,automatic,"₦ 9,000,000"
Acura MDX SH 4dr SUV AWD (3.5L 6cyl 9A) 2016 Silver,Acura,MDX SH,2016,foreign used,automatic,"₦ 18,800,000"
Toyota Corolla Verso 1.8 Luna 2006 Red,Toyota,Corolla Verso,2006,foreign used,automatic,"₦ 11,500,000"
Lexus ES 350 FWD 2016 Black,Lexus,ES 350,2016,foreign used,automatic,"₦ 27,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 White,Acura,MDX Advance,2013,foreign used,automatic,"₦ 11,500,000"
Honda Accord Crosstour EX 2012 Black,Honda,Accord Crosstour,2012,foreign used,automatic,"₦ 13,500,000"
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2018 Brown,Toyota,Highlander XLE,2018,foreign used,automatic,"₦ 37,000,000"
Toyota Highlander Limited 2010 Blue,Toyota,Highlander Limited,2010,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz M Class 2015 Black,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 26,800,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Silver,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 36,500,000"
Mercedes-Benz GLC-Class 2019 White,Mercedes-Benz,GLC-Class,2019,foreign used,automatic,"₦ 35,500,000"
Toyota Tacoma Access Cab 4x2 PreRunner 4.0L V6 5-Speed Automatic 2013,Toyota,Tacoma Access,2013,foreign used,automatic,"₦ 21,000,000"
Mercedes-Benz C230 2004 Silver,Mercedes-Benz,C230,2004,local used,automatic,"₦ 2,700,000"
Toyota Highlander 2004 Silver,Toyota,Highlander,2004,local used,automatic,"₦ 6,200,000"
Toyota Highlander 2005 Gold,Toyota,Highlander,2005,local used,automatic,"₦ 6,200,000"
Lexus RX 350 2014 Maroon,Lexus,RX 350,2014,foreign used,automatic,"₦ 30,000,000"
Ford Edge 2010 Red,Ford,Edge,2010,foreign used,automatic,"₦ 10,500,000"
Toyota Tacoma X-Runner V6 2012 Gray,Toyota,Tacoma X-Runner,2012,local used,automatic,"₦ 18,300,000"
Nissan Frontier XE 4x2 King Cab 116.1 in. WB 2003 White,Nissan,Frontier XE,2003,foreign used,manual,"₦ 21,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2012 Red,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 15,800,000"
Toyota Sequoia Platinum 4dr SUV 4WD (5.7L 8cyl 6A) 2016 Black,Toyota,Sequoia Platinum,2016,foreign used,automatic,"₦ 31,000,000"
Toyota Venza Limited 2021 Red,Toyota,Venza Limited,2021,foreign used,automatic,"₦ 65,000,000"
Toyota Corolla Verso 2006 Black,Toyota,Corolla Verso,2006,foreign used,automatic,"₦ 11,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2015 Green,Toyota,Corolla LE,2015,foreign used,automatic,"₦ 13,999,999"
Toyota Hilux SR5+ 4x4 2018 White,Toyota,Hilux SR5,2018,foreign used,automatic,"₦ 65,000,000"
Lexus RX 350 FWD 2015 Gold,Lexus,RX 350,2015,foreign used,automatic,"₦ 27,500,000"
Mazda 3 2008 Red,Mazda,3,2008,foreign used,automatic,"₦ 8,500,000"
Toyota Corolla LE 2004 Silver,Toyota,Corolla LE,2004,local used,automatic,"₦ 4,980,000"
Honda Pilot 2013 Blue,Honda,Pilot,2013,foreign used,automatic,"₦ 15,500,000"
Toyota Corolla 2021 Red,Toyota,Corolla,2021,foreign used,automatic,"₦ 28,999,999"
Toyota Land Cruiser Prado 4.0 V6 Dual VVT-i 2015 Blue,Toyota,Land Cruiser,2015,foreign used,automatic,"₦ 57,999,999"
Toyota Sienna 2005 Gold,Toyota,Sienna,2005,local used,automatic,"₦ 4,350,000"
Opel Zafira 2005 Gray,Opel,Zafira,2005,foreign used,automatic,"₦ 7,800,000"
Lexus RX 350 2008,Lexus,RX 350,2008,foreign used,automatic,"₦ 13,000,000"
Land Rover Lr3 2007 White,Land,Rover Lr3,2007,foreign used,automatic,"₦ 12,500,000"
Toyota Highlander 2017 White,Toyota,Highlander,2017,foreign used,automatic,"₦ 34,000,000"
Lexus RX 350 AWD 2015 Black,Lexus,RX 350,2015,local used,automatic,"₦ 19,500,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 33,000,000"
Honda Accord EX-L 2.0T 2018 Gray,Honda,Accord EX-L,2018,foreign used,automatic,"₦ 35,800,000"
Hyundai Sonata 2018 Black,Hyundai,Sonata,2018,foreign used,automatic,"₦ 19,000,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,foreign used,automatic,"₦ 13,600,000"
Hyundai Elantra SE Sedan FWD (2.0L 4cyl 6M) 2017 Red,Hyundai,Elantra SE,2017,foreign used,automatic,"₦ 14,500,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 White,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 17,800,000"
Toyota Sequoia Platinum 4dr SUV 4WD (5.7L 8cyl 6A) 2015 Black,Toyota,Sequoia Platinum,2015,foreign used,automatic,"₦ 34,000,000"
Toyota Sienna XLE 2002 Silver,Toyota,Sienna XLE,2002,foreign used,automatic,"₦ 7,950,000"
Lexus RX 350 FWD 2013 Black,Lexus,RX 350,2013,local used,automatic,"₦ 25,400,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2011 Black,Mercedes-Benz,C300 Luxury,2011,foreign used,automatic,"₦ 11,480,000"
Acura MDX SUV 4dr FWD (3.5L 6cyl 9A) 2016 White,Acura,MDX SUV,2016,foreign used,automatic,"₦ 26,500,000"
Lexus RX 330 2005 Silver,Lexus,RX 330,2005,foreign used,automatic,"₦ 13,480,000"
Toyota RAV4 2.5 Limited 4x4 2010 Red,Toyota,RAV4 2,2010,foreign used,automatic,"₦ 16,180,000"
Lexus RX 350 AWD 2013 Black,Lexus,RX 350,2013,foreign used,automatic,"₦ 24,980,000"
Toyota Camry 2009 Silver,Toyota,Camry,2009,local used,automatic,"₦ 5,100,000"
Hyundai Tucson 2016 Black,Hyundai,Tucson,2016,foreign used,automatic,"₦ 19,000,000"
Infiniti QX60 2015 Black,Infiniti,QX60,2015,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz GLK-Class 2013 Gray,Mercedes-Benz,GLK-Class,2013,local used,automatic,"₦ 15,500,000"
Toyota Tacoma Double Cab V6 2010 Silver,Toyota,Tacoma Double,2010,foreign used,automatic,"₦ 21,800,000"
Lexus ES 350 2010 Black,Lexus,ES 350,2010,local used,automatic,"₦ 9,500,000"
Honda Accord 2013 White,Honda,Accord,2013,foreign used,automatic,"₦ 16,500,000"
Honda Accord 2009 Gray,Honda,Accord,2009,local used,automatic,"₦ 5,200,000"
Honda Odyssey 2007 Green,Honda,Odyssey,2007,foreign used,automatic,"₦ 8,500,000"
Mercedes-Benz C300 2008 Brown,Mercedes-Benz,C300,2008,local used,automatic,"₦ 6,980,000"
Toyota Camry XLE V6 4dr Sedan (3.0L 6cyl 5A) 2005 Silver,Toyota,Camry XLE,2005,local used,automatic,"₦ 4,980,000"
Honda Accord EX-L V6 4dr Sedan FWD (3.5L 6cyl 6A) 2017 Black,Honda,Accord EX-L,2017,foreign used,automatic,"₦ 19,999,999"
Toyota Highlander 2009 Brown,Toyota,Highlander,2009,local used,automatic,"₦ 7,700,000"
Lexus RX 350 FWD 2012 Blue,Lexus,RX 350,2012,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2019 Black,Mercedes-Benz,GLE-Class AMG,2019,foreign used,automatic,"₦ 78,000,000"
Lexus RX 350 2017 Black,Lexus,RX 350,2017,foreign used,automatic,"₦ 39,600,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Black,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 70,000,000"
Opel Zafira 2002 Silver,Opel,Zafira,2002,foreign used,manual,"₦ 5,600,000"
BMW X3 2017 White,BMW,X3,2017,foreign used,automatic,"₦ 46,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Black,Toyota,Camry XLE,2012,local used,automatic,"₦ 11,350,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2010 Gray,Mercedes-Benz,E350 Base,2010,local used,automatic,"₦ 11,000,000"
Kia Soul Automatic 2010 Red,Kia,Soul Automatic,2010,local used,automatic,"₦ 4,750,000"
Toyota Highlander Limited 2012 Silver,Toyota,Highlander Limited,2012,foreign used,automatic,"₦ 19,700,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Silver,Toyota,Camry LE,2015,foreign used,automatic,"₦ 14,800,000"
Honda Accord EX 4dr Sedan FWD (2.4L 4cyl 2A) 2017 Gray,Honda,Accord EX,2017,local used,automatic,"₦ 12,000,000"
Toyota Land Cruiser Prado 4.0 V6 Dual VVT-i 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 31,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2011 Black,Acura,MDX Advance,2011,foreign used,automatic,"₦ 12,680,000"
Mercedes-Benz M Class ML 350 4Matic 2007 Silver,Mercedes-Benz,M Class,2007,local used,automatic,"₦ 8,500,000"
Hyundai Elantra 2020 White,Hyundai,Elantra,2020,foreign used,automatic,"₦ 27,000,000"
Honda Accord Touring V-6 4dr Sedan (3.5L 6cyl 6A) 2014 White,Honda,Accord Touring,2014,foreign used,automatic,"₦ 17,400,000"
Toyota Corolla SE 4dr Sedan (1.8L 4cyl CVT) 2017 Blue,Toyota,Corolla SE,2017,foreign used,automatic,"₦ 16,999,999"
Honda Jazz 2003 Silver,Honda,Jazz,2003,local used,automatic,"₦ 3,700,000"
Toyota Venza 2010 White,Toyota,Venza,2010,local used,automatic,"₦ 16,000,000"
Mercedes-Benz C300 2024 Black,Mercedes-Benz,C300,2024,foreign used,automatic,"₦ 85,000,000"
Lexus GX 460 Luxury 2014 Black,Lexus,GX 460,2014,local used,automatic,"₦ 33,000,000"
BMW 535i 2012 White,BMW,535i,2012,local used,automatic,"₦ 13,500,000"
Porsche Macan Turbo 2015 Blue,Porsche,Macan Turbo,2015,foreign used,automatic,"₦ 47,000,000"
Mercedes-Benz GLC-Class 2018 Blue,Mercedes-Benz,GLC-Class,2018,foreign used,automatic,"₦ 38,500,000"
Toyota Yaris 2004,Toyota,Yaris,2004,local used,automatic,"₦ 4,700,000"
Hyundai Sonata SE 2016 Silver,Hyundai,Sonata SE,2016,foreign used,automatic,"₦ 14,500,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Silver,Toyota,Camry SE,2019,foreign used,automatic,"₦ 28,700,000"
Toyota RAV4 2004 Green,Toyota,RAV4,2004,local used,automatic,"₦ 3,500,000"
Hyundai Veracruz Limited 2011 White,Hyundai,Veracruz Limited,2011,foreign used,automatic,"₦ 121,000,000"
Lexus RX 2010 White,Lexus,RX,2010,foreign used,automatic,"₦ 18,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Black,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 10,200,000"
Mercedes-Benz GLC-Class 2018 White,Mercedes-Benz,GLC-Class,2018,foreign used,automatic,"₦ 35,000,000"
Lexus GX 470 2007 Silver,Lexus,GX 470,2007,foreign used,automatic,"₦ 17,800,000"
Toyota Land Cruiser Prado 2.7 2023 White,Toyota,Land Cruiser,2023,foreign used,automatic,"₦ 78,000,000"
Toyota Matrix Hatchback 1.8 16V AWD 2007 Silver,Toyota,Matrix Hatchback,2007,foreign used,automatic,"₦ 8,980,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 White,Toyota,Camry SE,2018,foreign used,automatic,"₦ 28,000,000"
Lexus RX 350 AWD 2013 Silver,Lexus,RX 350,2013,foreign used,automatic,"₦ 26,680,000"
Mazda CX-7 2007 Black,Mazda,CX-7,2007,local used,automatic,"₦ 5,000,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 21,000,000"
Audi A5 2.0T Coupe 2012 Gray,Audi,A5 2,2012,local used,manual,"₦ 8,200,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Black,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 23,000,000"
Toyota Camry 2010 Red,Toyota,Camry,2010,foreign used,automatic,"₦ 11,000,000"
Honda Accord 2019 Black,Honda,Accord,2019,foreign used,automatic,"₦ 30,000,000"
Volkswagen Arteon 2.0T SE AWD 4MOTION 2019 Blue,Volkswagen,Arteon 2,2019,foreign used,automatic,"₦ 43,500,000"
Hyundai Grandeur 2013 Black,Hyundai,Grandeur,2013,foreign used,automatic,"₦ 17,200,000"
Toyota RAV4 3.5 Limited 2010 White,Toyota,RAV4 3,2010,local used,automatic,"₦ 7,980,000"
Toyota Avensis Verso 2009 Blue,Toyota,Avensis Verso,2009,foreign used,automatic,"₦ 13,800,000"
Ford Fusion SE 2013 White,Ford,Fusion SE,2013,foreign used,automatic,"₦ 13,500,000"
Nissan Pathfinder SE 4x4 2010 Black,Nissan,Pathfinder SE,2010,foreign used,automatic,"₦ 12,800,000"
Toyota Tacoma Limited Double Cab 5' Bed V6 AT 2023 Black,Toyota,Tacoma Limited,2023,foreign used,automatic,"₦ 97,500,000"
Toyota Highlander 2003 Green,Toyota,Highlander,2003,foreign used,automatic,"₦ 12,000,000"
Nissan Rogue S 2011 Black,Nissan,Rogue S,2011,foreign used,automatic,"₦ 11,500,000"
Toyota Highlander LE 4x4 V6 (3.5L 6cyl 8A) 2018 Black,Toyota,Highlander LE,2018,foreign used,automatic,"₦ 37,500,000"
Honda Accord 2003 Black,Honda,Accord,2003,local used,automatic,"₦ 2,900,000"
Peugeot 406 2004 Silver,Peugeot,406,2004,local used,manual,"₦ 2,800,000"
Toyota 4-Runner Limited 4x4 V8 2006 Gray,Toyota,4-Runner Limited,2006,local used,automatic,"₦ 5,999,999"
Toyota Venza XLE 4dr Wagon AWD (3.5L 6cyl 6A) 2014 Silver,Toyota,Venza XLE,2014,foreign used,automatic,"₦ 23,000,000"
Jeep Wrangler Unlimited Sahara 4dr SUV 4WD (3.6L 6cyl 6M) 2015 Black,Jeep,Wrangler Unlimited,2015,foreign used,automatic,"₦ 27,500,000"
Pontiac Vibe 2007 Black,Pontiac,Vibe,2007,foreign used,manual,"₦ 6,980,000"
Toyota Camry XLE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry XLE,2019,foreign used,automatic,"₦ 31,500,000"
Lexus ES 350 2010 Black,Lexus,ES 350,2010,foreign used,automatic,"₦ 13,800,000"
Toyota Highlander 2015 Silver,Toyota,Highlander,2015,foreign used,automatic,"₦ 31,500,000"
Hyundai Santa Fe 2014 Red,Hyundai,Santa Fe,2014,foreign used,automatic,"₦ 18,000,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES 350,2014,foreign used,automatic,"₦ 23,100,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2013 Gray,Hyundai,Sonata Limited,2013,foreign used,automatic,"₦ 13,600,000"
Hyundai Sonata 2015 White,Hyundai,Sonata,2015,foreign used,automatic,"₦ 13,900,000"
Mercedes-Benz GLC-Class 2016 Burgundy,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 37,500,000"
Lexus RX 350 2012 Red,Lexus,RX 350,2012,foreign used,automatic,"₦ 21,500,000"
Acura RDX Advance & Entertainment Pkgs SUV FWD (3.5L 6cyl 9A) 2017,Acura,RDX Advance,2017,foreign used,automatic,"₦ 21,500,000"
Toyota 4-Runner SR5 Premium 2020 Black,Toyota,4-Runner SR5,2020,local used,automatic,"₦ 31,000,000"
BMW X1 sDrive28i FWD 2017 Gray,BMW,X1 sDrive28i,2017,foreign used,automatic,"₦ 22,000,000"
Lexus LX 570 2011 Black,Lexus,LX 570,2011,local used,automatic,"₦ 34,500,000"
Lexus RX 350 F Sport AWD 2014 Black,Lexus,RX 350,2014,foreign used,automatic,"₦ 30,800,000"
Toyota Sienna 2006 Black,Toyota,Sienna,2006,local used,automatic,"₦ 5,700,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 36,000,000"
Toyota Matrix 2005 Blue,Toyota,Matrix,2005,local used,automatic,"₦ 6,000,000"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2021 Black,Toyota,Land Cruiser,2021,foreign used,automatic,"₦ 82,000,000"
Lexus LX 470 AWD 2005 Black,Lexus,LX 470,2005,foreign used,automatic,"₦ 22,000,000"
Toyota 4-Runner Limited 4x4 V6 2009 Gray,Toyota,4-Runner Limited,2009,foreign used,automatic,"₦ 15,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2013 Gray,Toyota,Camry XLE,2013,foreign used,automatic,"₦ 16,500,000"
New Lamborghini Urus 2022 Black,New,Lamborghini Urus,2022,brand new,automatic,"₦ 800,000,000"
Acura TL SH-AWD 2010 Brown,Acura,TL SH-AWD,2010,foreign used,automatic,"₦ 13,000,000"
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2015 Red,Toyota,RAV4 Limited,2015,foreign used,automatic,"₦ 24,500,000"
BMW X6 2019 White,BMW,X6,2019,foreign used,automatic,"₦ 60,000,000"
Toyota RAV4 XLE AWD 2020 White,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 48,500,000"
Toyota Yaris 2006 Gray,Toyota,Yaris,2006,foreign used,automatic,"₦ 10,500,000"
Kia Picanto 2012 Gray,Kia,Picanto,2012,foreign used,automatic,"₦ 8,500,000"
Mercedes-Benz GLK-Class 250 BlueTEC 4MATIC 2014 Black,Mercedes-Benz,GLK-Class 250,2014,foreign used,automatic,"₦ 18,500,000"
Honda CR-V Touring 4dr SUV (2.4L 4cyl CVT) 2015 White,Honda,CR-V Touring,2015,local used,automatic,"₦ 22,000,000"
Lexus IS 2009 White,Lexus,IS,2009,local used,automatic,"₦ 7,400,000"
Toyota Avensis Verso 2006 Burgundy,Toyota,Avensis Verso,2006,local used,automatic,"₦ 4,200,000"
Toyota Picnic 2.0 FWD 2002 White,Toyota,Picnic 2,2002,local used,manual,"₦ 4,850,000"
Mercedes-Benz C300 2016 White,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 27,500,000"
Hyundai Elantra 2014 Red,Hyundai,Elantra,2014,foreign used,automatic,"₦ 13,500,000"
