title,make,model,year,condition,transmission,price
Toyota Highlander 2017 Burgundy,Toyota,Highlander,2017.0,Foreign Used,Automatic,32500000.0
Toyota Sienna XLE 7-Passenger 4dr Minivan AWD (3.5L 6cyl 6A) 2015,Toyota,Sienna Xle,2015.0,Foreign Used,Automatic,18800000.0
Mercedes-Benz GLK-Class 350 4MATIC 2014 Gray,Mercedes-Benz,Glk-Class 350,2014.0,Foreign Used,Automatic,22500000.0
Hyundai Sonata 2012 Black,Hyundai,Sonata,2012.0,Foreign Used,Automatic,10950000.0
Toyota Highlander 2006 Gray,Toyota,Highlander,2006.0,Local Used,Automatic,5500000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2016 Gray,Toyota,Camry Xle,2016.0,Foreign Used,Automatic,19500000.0
Mercedes-Benz GLC-Class 2018 White,Mercedes-Benz,Glc-Class,2018.0,Foreign Used,Automatic,37000000.0
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Red,Toyota,Camry Xle,2009.0,Foreign Used,Automatic,10500000.0
Toyota Venza V6 2009 Silver,Toyota,Venza V6,2009.0,Foreign Used,Automatic,15500000.0
Lexus ES 350 2007 Burgundy,Lexus,Es 350,2007.0,Local Used,Automatic,8500000.0
Lexus GX 460 2012 Black,Lexus,Gx 460,2012.0,Local Used,Automatic,27500000.0
Toyota Venza XLE 2014 Black,Toyota,Venza Xle,2014.0,Local Used,Automatic,13000000.0
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Black,Toyota,Camry Se,2017.0,Foreign Used,Automatic,15000000.0
Lexus RX 350 2015 Gold,Lexus,Rx 350,2015.0,Foreign Used,Automatic,24000000.0
Toyota RAV4 Limited AWD 2020 White,Toyota,Rav4 Limited,2020.0,Foreign Used,Automatic,35000000.0
Ford Explorer Sport Trac 2010 Red,Ford,Explorer Sport,2010.0,Local Used,Automatic,11200000.0
Honda CR-V 2.4 2008 Black,Honda,Cr-V 2,2008.0,Local Used,Automatic,6000000.0
Honda Accord EX-L 2dr Coupe w/Navigation (2.4L 4cyl CVT) 2014 Burgundy,Honda,Accord Ex-L,2014.0,Local Used,Automatic,6900000.0
Lexus RX 350 2010 Red,Lexus,Rx 350,2010.0,Foreign Used,Automatic,21000000.0
Mercedes-Benz M Class 2008 Black,Mercedes-Benz,M Class,2008.0,Local Used,Automatic,7500000.0
Mercedes-Benz C300 Luxury Sedan RWD (3.0L 6cyl 7A) 2009 White,Mercedes-Benz,C300 Luxury,2009.0,Foreign Used,Automatic,9800000.0
Toyota Sequoia Platinum FFV 4dr SUV 4WD (5.7L 8cyl 6A) 2015 Black,Toyota,Sequoia Platinum,2015.0,Foreign Used,Automatic,25000000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gold,Toyota,Camry Xle,2010.0,Foreign Used,Automatic,13000000.0
Lexus ES 350 2012 Silver,Lexus,Es 350,2012.0,Foreign Used,Automatic,12000000.0
Mercedes-Benz E350 2006 Brown,Mercedes-Benz,E350,2006.0,Local Used,Automatic,4000000.0
Toyota Venza 2012 Black,Toyota,Venza,2012.0,Local Used,Automatic,12600000.0
Toyota Sienna 2006 Red,Toyota,Sienna,2006.0,Local Used,Automatic,5870000.0
Toyota Camry 2008 Black,Toyota,Camry,2008.0,Local Used,Automatic,6400000.0
Toyota Highlander Limited V6 2005 Gold,Toyota,Highlander Limited,2005.0,Local Used,Automatic,5700000.0
Lexus ES 2005 Black,Lexus,Es,2005.0,Local Used,Automatic,4000000.0
Toyota Camry 2008 Silver,Toyota,Camry,2008.0,Local Used,Automatic,4850000.0
Toyota 4-Runner 2004 Gray,Toyota,4-Runner,2004.0,Local Used,Automatic,7500000.0
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,Mercedes-Benz,Glk-Class 350,2013.0,Foreign Used,Automatic,21500000.0
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Gray,Toyota,Camry Se,2012.0,Foreign Used,Automatic,15500000.0
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015.0,Foreign Used,Automatic,24500000.0
Lexus IS 250 2008 Black,Lexus,Is 250,2008.0,Foreign Used,Automatic,11500000.0
Toyota Camry SE Sport 4dr Sedan (2.5L 4cyl 6A) 2014 White,Toyota,Camry Se,2014.0,Foreign Used,Automatic,15000000.0
Toyota Tacoma Limited 2018 Blue,Toyota,Tacoma Limited,2018.0,Foreign Used,Automatic,36000000.0
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Silver,Toyota,Corolla Le,2009.0,Foreign Used,Automatic,11000000.0
Mercedes-Benz GLE-Class GLE 350 2018 Black,Mercedes-Benz,Gle-Class Gle,2018.0,Foreign Used,Automatic,38000000.0
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,Mercedes-Benz,Glk-Class 350,2011.0,Foreign Used,Automatic,15500000.0
Toyota Corolla LE 2023 Red,Toyota,Corolla Le,2023.0,Foreign Used,Automatic,29000000.0
Mercedes-Benz C300 Sport 4Matic Sedan AWD (2.0L 4cyl 7A) 2017 White,Mercedes-Benz,C300 Sport,2017.0,Foreign Used,Automatic,23000000.0
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014.0,Foreign Used,Automatic,25500000.0
Lexus GX 460 Luxury 2017 Silver,Lexus,Gx 460,2017.0,Foreign Used,Automatic,47000000.0
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2010 Black,Mercedes-Benz,C300 Luxury,2010.0,Foreign Used,Automatic,8500000.0
Peugeot 307 2005 Silver,Peugeot,307,2005.0,Local Used,Automatic,4750000.0
Toyota Corolla 2004 Gray,Toyota,Corolla,2004.0,Local Used,Automatic,4400000.0
Lexus ES 350 2008 White,Lexus,Es 350,2008.0,Local Used,Automatic,10500000.0
Mazda 3 2015 Red,Mazda,3,2015.0,Foreign Used,Automatic,10500000.0
Lexus RX 350 2010 Silver,Lexus,Rx 350,2010.0,Foreign Used,Automatic,19500000.0
Lexus GX 470 Sport Utility 2008 Black,Lexus,Gx 470,2008.0,Foreign Used,Automatic,19000000.0
Honda CR-V 2007 Green,Honda,Cr-V,2007.0,Local Used,Automatic,6500000.0
Toyota Camry 2018 Gray,Toyota,Camry,2018.0,Foreign Used,Automatic,37000000.0
Toyota Matrix 2010 Red,Toyota,Matrix,2010.0,Local Used,Automatic,8900000.0
Honda CR-V 2013 Gray,Honda,Cr-V,2013.0,Local Used,Automatic,11500000.0
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2015 Red,Toyota,Rav4 Limited,2015.0,Foreign Used,Automatic,21000000.0
Toyota Corolla 2013 Silver,Toyota,Corolla,2013.0,Foreign Used,Automatic,12000000.0
Lexus ES 350 2010 Red,Lexus,Es 350,2010.0,Foreign Used,Automatic,10500000.0
Lexus RX 330 2005 Gold,Lexus,Rx 330,2005.0,Foreign Used,Automatic,11000000.0
Land Rover Range Rover Sport 2010 Black,Land Rover,Rover Range,2010.0,Local Used,Automatic,9000000.0
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014.0,Foreign Used,Automatic,25500000.0
Lexus ES 350 2011 Gold,Lexus,Es 350,2011.0,Foreign Used,Automatic,14000000.0
Toyota Highlander Limited 2012 White,Toyota,Highlander Limited,2012.0,Foreign Used,Automatic,22500000.0
Toyota Camry 2018 White,Toyota,Camry,2018.0,Foreign Used,Automatic,22000000.0
Mercedes-Benz M Class 2012 White,Mercedes-Benz,M Class,2012.0,Local Used,Automatic,19500000.0
Mercedes-Benz GLK-Class 2010 Blue,Mercedes-Benz,Glk-Class,2010.0,Local Used,Automatic,11200000.0
Toyota Sienna 2008 Red,Toyota,Sienna,2008.0,Local Used,Automatic,7700000.0
Toyota RAV4 2.5 2011 Black,Toyota,Rav4 2,2011.0,Foreign Used,Automatic,14500000.0
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2008 Gray,Toyota,Camry Se,2008.0,Local Used,Automatic,7450000.0
Kia Sportage 2012 Gray,Kia,Sportage,2012.0,Local Used,Automatic,5700000.0
Honda Accord 2014 Black,Honda,Accord,2014.0,Foreign Used,Automatic,11000000.0
Toyota Venza AWD 2011 Black,Toyota,Venza Awd,2011.0,Foreign Used,Automatic,20000000.0
Toyota Sienna CE 2003 Teal,Toyota,Sienna Ce,2003.0,Foreign Used,Automatic,9000000.0
Lexus RX 350 AWD 2009 Blue,Lexus,Rx 350,2009.0,Foreign Used,Automatic,13500000.0
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014.0,Foreign Used,Automatic,27000000.0
Lexus RX 350 2011 Black,Lexus,Rx 350,2011.0,Foreign Used,Automatic,19500000.0
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2016 Silver,Toyota,Corolla Le,2016.0,Foreign Used,Automatic,15000000.0
Lexus GX 470 Sport Utility 2007 White,Lexus,Gx 470,2007.0,Foreign Used,Automatic,16000000.0
Toyota Tundra Limited 5.7L V8 4x2 CrewMax 5.6 ft. box 145.7 in. WB 2016,Toyota,Tundra Limited,2016.0,Foreign Used,Automatic,35000000.0
Acura MDX 2015 Black,Acura,Mdx,2015.0,Foreign Used,Automatic,17000000.0
Toyota RAV4 Limited 2007 Gray,Toyota,Rav4 Limited,2007.0,Foreign Used,Automatic,13500000.0
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2012 Black,Mercedes-Benz,C300 Luxury,2012.0,Foreign Used,Automatic,14200000.0
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,Mercedes-Benz,M Class,2013.0,Foreign Used,Automatic,21000000.0
Hyundai Elantra 2015 Gold,Hyundai,Elantra,2015.0,Foreign Used,Automatic,11800000.0
Land Rover Range Rover HSE 2009 Burgundy,Land Rover,Rover Range,2009.0,Local Used,Automatic,7800000.0
Toyota Highlander Limited 2012 Black,Toyota,Highlander Limited,2012.0,Local Used,Automatic,16500000.0
Mercedes-Benz GLE-Class 2018 White,Mercedes-Benz,Gle-Class,2018.0,Foreign Used,Automatic,43000000.0
Toyota Highlander V6 2009 Gray,Toyota,Highlander V6,2009.0,Foreign Used,Automatic,9200000.0
Acura ZDX Base AWD 2011,Acura,Zdx Base,2011.0,Local Used,Automatic,8800000.0
Toyota Camry 2011 Black,Toyota,Camry,2011.0,Local Used,Automatic,7050000.0
Toyota Hilux 2013 White,Toyota,Hilux,2013.0,Local Used,Manual,22000000.0
Mercedes-Benz M Class 2007 White,Mercedes-Benz,M Class,2007.0,Local Used,Automatic,9000000.0
Toyota Corolla 2018 Gray,Toyota,Corolla,2018.0,Local Used,Automatic,12500000.0
Lexus RX 350 AWD 2018 White,Lexus,Rx 350,2018.0,Foreign Used,Automatic,45000000.0
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2000 Gray,Toyota,Camry Le,2000.0,Local Used,Automatic,2550000.0
Nissan Altima 2005 Blue,Nissan,Altima,2005.0,Foreign Used,Automatic,5200000.0
Hyundai Sonata 2013 Gray,Hyundai,Sonata,2013.0,Local Used,Automatic,7100000.0
Toyota Corolla 2005 Silver,Toyota,Corolla,2005.0,Foreign Used,Automatic,8500000.0
"Acura MDX 4dr SUV w/Advance, Entertainment Packages (3.5L 6cyl 6A) 2014",Acura,Mdx 4Dr,2014.0,Foreign Used,Automatic,15500000.0
Toyota Venza V6 AWD 2012 Black,Toyota,Venza V6,2012.0,Foreign Used,Automatic,18000000.0
Toyota Highlander Limited 3.5l 4WD 2013 Gray,Toyota,Highlander Limited,2013.0,Foreign Used,Automatic,17500000.0
Lexus RX 330 AWD 2006 Silver,Lexus,Rx 330,2006.0,Foreign Used,Automatic,11000000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2006 Red,Toyota,Camry Le,2006.0,Foreign Used,Automatic,7500000.0
Kia Sorento 2008 Silver,Kia,Sorento,2008.0,Local Used,Automatic,5000000.0
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015.0,Foreign Used,Automatic,16500000.0
Toyota Camry 2006 Green,Toyota,Camry,2006.0,Local Used,Automatic,4400000.0
Toyota Corolla 2015 Gray,Toyota,Corolla,2015.0,Local Used,Automatic,11500000.0
Honda CR-V EX-L 4dr SUV (2.4L 4cyl 5A) 2011 Gray,Honda,Cr-V Ex-L,2011.0,Foreign Used,Automatic,11200000.0
Toyota Venza LE AWD 2013 Red,Toyota,Venza Le,2013.0,Foreign Used,Automatic,15500000.0
Toyota Corolla 2014 Red,Toyota,Corolla,2014.0,Foreign Used,Automatic,14900000.0
Toyota Highlander Limited 2011 Gold,Toyota,Highlander Limited,2011.0,Foreign Used,Automatic,20000000.0
Lexus RX 2014 Black,Lexus,Rx,2014.0,Foreign Used,Automatic,23000000.0
Lexus GS 2015 White,Lexus,Gs,2015.0,Foreign Used,Automatic,27000000.0
Hyundai Santa Fe Limited 4dr SUV (3.3L 6cyl 6A) 2015 White,Hyundai,Santa Fe,2015.0,Foreign Used,Automatic,17500000.0
Honda Crosstour 3.5 AWD 2010 Gray,Honda,Crosstour 3,2010.0,Local Used,Automatic,7500000.0
Toyota Corolla 2008 Blue,Toyota,Corolla,2008.0,Local Used,Automatic,6500000.0
Toyota Camry 2013 Silver,Toyota,Camry,2013.0,Local Used,Automatic,10000000.0
Nissan Primera 2000 Silver,Nissan,Primera,2000.0,Foreign Used,Manual,6000000.0
Toyota RAV4 XLE AWD 2020 Gray,Toyota,Rav4 Xle,2020.0,Foreign Used,Automatic,46000000.0
Lexus RX 350 2015 Black,Lexus,Rx 350,2015.0,Foreign Used,Automatic,27000000.0
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Red,Toyota,Avalon Xle,2015.0,Foreign Used,Automatic,17200000.0
Honda Accord 2005 Blue,Honda,Accord,2005.0,Local Used,Automatic,2950000.0
Toyota RAV4 XLE 4dr SUV (2.5L 4cyl 6A) 2014 Gray,Toyota,Rav4 Xle,2014.0,Local Used,Automatic,13850000.0
Toyota Highlander Sport 2009 Gold,Toyota,Highlander Sport,2009.0,Local Used,Automatic,6800000.0
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2012 Black,Hyundai,Sonata Limited,2012.0,Foreign Used,Automatic,12800000.0
Hyundai Santa Fe 2013 Silver,Hyundai,Santa Fe,2013.0,Local Used,Automatic,9000000.0
Honda Accord 2009 Black,Honda,Accord,2009.0,Local Used,Automatic,6500000.0
Toyota Venza 2011 White,Toyota,Venza,2011.0,Foreign Used,Automatic,17500000.0
Lexus IS 350 AWD 2015 White,Lexus,Is 350,2015.0,Foreign Used,Automatic,18700000.0
Honda Accord 2018 Black,Honda,Accord,2018.0,Foreign Used,Automatic,29000000.0
Toyota Camry 2007 Red,Toyota,Camry,2007.0,Foreign Used,Automatic,9900000.0
Lexus ES 350 2008 Silver,Lexus,Es 350,2008.0,Foreign Used,Automatic,11000000.0
Honda Accord 2011 Silver,Honda,Accord,2011.0,Local Used,Automatic,5250000.0
Toyota Corolla 2008 Gold,Toyota,Corolla,2008.0,Foreign Used,Automatic,7250000.0
Toyota Corolla 2008 Silver,Toyota,Corolla,2008.0,Local Used,Automatic,7800000.0
Lexus GX 2008 White,Lexus,Gx,2008.0,Local Used,Automatic,6500000.0
Toyota Venza V6 2010 Silver,Toyota,Venza V6,2010.0,Local Used,Automatic,10000000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,Toyota,Camry Le,2008.0,Foreign Used,Automatic,9200000.0
Toyota Avensis 2006 Gray,Toyota,Avensis,2006.0,Foreign Used,Manual,7700000.0
Lexus RX 350 4x4 2007 Blue,Lexus,Rx 350,2007.0,Local Used,Automatic,9500000.0
Toyota Land Cruiser 3.5 V6 2022 Black,Toyota,Land Cruiser,2022.0,Local Used,Automatic,12000000.0
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Black,Acura,Mdx Suv,2008.0,Foreign Used,Automatic,10000000.0
Lexus ES 350 2012 Silver,Lexus,Es 350,2012.0,Foreign Used,Automatic,12000000.0
BMW X2 xDrive28i 2019 Gold,BMW,X2 Xdrive28I,2019.0,Foreign Used,Automatic,43000000.0
Toyota Venza 2015 Black,Toyota,Venza,2015.0,Local Used,Automatic,11500000.0
Toyota Venza V6 2011 White,Toyota,Venza V6,2011.0,Foreign Used,Automatic,17500000.0
Toyota Camry XLE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry Xle,2018.0,Foreign Used,Automatic,19000000.0
Ford Explorer 4dr SUV AWD (3.5L 6cyl 6A) 2014 Red,Ford,Explorer 4Dr,2014.0,Foreign Used,Automatic,13800000.0
Hyundai Sonata Limited 2.0T 4dr Sedan (2.0L 4cyl Turbo 6A) 2015 Silver,Hyundai,Sonata Limited,2015.0,Foreign Used,Automatic,16800000.0
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Gray,Toyota,Highlander Xle,2016.0,Local Used,Automatic,25000000.0
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Red,Toyota,Highlander Xle,2015.0,Foreign Used,Automatic,29000000.0
Toyota Tacoma 2009 Black,Toyota,Tacoma,2009.0,Foreign Used,Automatic,19500000.0
Mercedes-Benz GLE-Class 2017 Black,Mercedes-Benz,Gle-Class,2017.0,Foreign Used,Automatic,43000000.0
Lexus IS 250 2015 Gray,Lexus,Is 250,2015.0,Foreign Used,Automatic,19000000.0
Honda Accord Sport 4dr Sedan (2.4L 4cyl CVT) 2015 Black,Honda,Accord Sport,2015.0,Foreign Used,Automatic,16000000.0
Kia Soul + 4dr Wagon (2.0L 4cyl 6A) 2015 Gray,Kia,Soul,2015.0,Foreign Used,Automatic,15000000.0
Toyota Hilux 2010 Black,Toyota,Hilux,2010.0,Local Used,Automatic,11000000.0
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander Xle,2016.0,Foreign Used,Automatic,29850000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Gray,Toyota,Camry Le,2008.0,Foreign Used,Automatic,9000000.0
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Gray,Toyota,Camry Xle,2010.0,Foreign Used,Automatic,12800000.0
Toyota Matrix 2012 Gray,Toyota,Matrix,2012.0,Foreign Used,Automatic,13000000.0
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Red,Toyota,Corolla Le,2010.0,Foreign Used,Automatic,14200000.0
Mercedes-Benz M Class ML 350 4Matic 2012 Silver,Mercedes-Benz,M Class,2012.0,Foreign Used,Automatic,23500000.0
Acura MDX 2015 Black,Acura,Mdx,2015.0,Foreign Used,Automatic,17000000.0
Toyota Avalon XLE Sedar FWD (3.5L 6cyl 6A) 2013 Gold,Toyota,Avalon Xle,2013.0,Foreign Used,Automatic,17200000.0
Lexus RX 330 4WD 2005 Gray,Lexus,Rx 330,2005.0,Foreign Used,Automatic,11500000.0
Toyota Highlander Limited V6 2006 Silver,Toyota,Highlander Limited,2006.0,Foreign Used,Automatic,12000000.0
Toyota Sienna 2005 Gold,Toyota,Sienna,2005.0,Local Used,Automatic,4350000.0
Toyota Sienna Limited 7 Passenger 2012 Silver,Toyota,Sienna Limited,2012.0,Local Used,Automatic,11000000.0
Jeep Wrangler Rubicon 2dr SUV 4WD (3.6L 6cyl 6M) 2014 Black,Jeep,Wrangler Rubicon,2014.0,Foreign Used,Automatic,25920000.0
Lexus RX 350 FWD 2013 White,Lexus,Rx 350,2013.0,Foreign Used,Automatic,25500000.0
Toyota Camry 2013 Silver,Toyota,Camry,2013.0,Local Used,Automatic,9200000.0
Toyota Camry 2010 Black,Toyota,Camry,2010.0,Foreign Used,Automatic,11500000.0
Honda Accord 2005 Silver,Honda,Accord,2005.0,Local Used,Automatic,2800000.0
Honda Ridgeline 2019 Black,Honda,Ridgeline,2019.0,Foreign Used,Automatic,19000000.0
Lexus IS 350 2009 Black,Lexus,Is 350,2009.0,Local Used,Automatic,7200000.0
Hyundai Elantra SE 4dr Sedan (1.8L 4cyl 6A) 2014 Black,Hyundai,Elantra Se,2014.0,Foreign Used,Automatic,10800000.0
Toyota Matrix 2009 Gray,Toyota,Matrix,2009.0,Local Used,Automatic,5500000.0
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,Gle-Class,2016.0,Foreign Used,Automatic,38000000.0
Toyota Highlander Limited 2012 White,Toyota,Highlander Limited,2012.0,Foreign Used,Automatic,17800000.0
Lexus RX 350 2011 Black,Lexus,Rx 350,2011.0,Foreign Used,Automatic,21000000.0
Lexus IS 250 2008 White,Lexus,Is 250,2008.0,Local Used,Automatic,8900000.0
Toyota Camry 2001 Green,Toyota,Camry,2001.0,Local Used,Automatic,2800000.0
Nissan Pathfinder LE AWD SUV (3.5L 6cyl 4A) 2003 White,Nissan,Pathfinder Le,2003.0,Local Used,Automatic,3000000.0
Pontiac Vibe 2007 Blue,Pontiac,Vibe,2007.0,Foreign Used,Automatic,9980000.0
Toyota Highlander Limited V6 FWD 2003 Green,Toyota,Highlander Limited,2003.0,Foreign Used,Automatic,11880000.0
Lexus ES 350 2011 Red,Lexus,Es 350,2011.0,Foreign Used,Automatic,13500000.0
Hyundai Santa Fe 2007 Black,Hyundai,Santa Fe,2007.0,Local Used,Manual,3150000.0
Toyota Camry XLE 4dr Sedan (2.4 4cyl 5A) 2008 Gray,Toyota,Camry Xle,2008.0,Foreign Used,Automatic,10700000.0
Toyota Highlander Limited 2012 Black,Toyota,Highlander Limited,2012.0,Foreign Used,Automatic,21000000.0
Lexus ES 350 2011 Red,Lexus,Es 350,2011.0,Foreign Used,Automatic,13500000.0
Lexus ES 350 2008 Gray,Lexus,Es 350,2008.0,Foreign Used,Automatic,11000000.0
Toyota Verso 2009 Blue,Toyota,Verso,2009.0,Foreign Used,Manual,11500000.0
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Red,Toyota,Avalon Xle,2015.0,Local Used,Automatic,16000000.0
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2013 Blue,Toyota,Avalon Xle,2013.0,Foreign Used,Automatic,20000000.0
Lexus RX 350 2017 Black,Lexus,Rx 350,2017.0,Foreign Used,Automatic,48000000.0
Toyota Corolla XLE (1.8L 4cyl 2A) 2019 Black,Toyota,Corolla Xle,2019.0,Foreign Used,Automatic,19500000.0
Toyota Sequoia Limited 4x2 2018 Black,Toyota,Sequoia Limited,2018.0,Foreign Used,Automatic,30000000.0
Toyota Sienna Limited FWD 7-Passenger 2013 Black,Toyota,Sienna Limited,2013.0,Foreign Used,Automatic,17200000.0
Toyota Highlander 2009 Brown,Toyota,Highlander,2009.0,Local Used,Automatic,7700000.0
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2010,Toyota,Matrix Hatchback,2010.0,Local Used,Automatic,6800000.0
Hyundai Elantra 2016 Gold,Hyundai,Elantra,2016.0,Foreign Used,Automatic,11800000.0
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry Se,2018.0,Foreign Used,Automatic,26000000.0
Toyota RAV4 2014 Blue,Toyota,Rav4,2014.0,Foreign Used,Automatic,17500000.0
Toyota Highlander 2008 Black,Toyota,Highlander,2008.0,Local Used,Automatic,9500000.0
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Blue,Toyota,Camry Se,2013.0,Local Used,Automatic,11999999.0
Honda CR-V 2018 Black,Honda,Cr-V,2018.0,Foreign Used,Automatic,33500000.0
Ford F-150 2025 Gray,Ford,F-150,2025.0,Local Used,Automatic,25950000.0
Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2006 Blue,Honda,Pilot Ex,2006.0,Foreign Used,Automatic,8000000.0
Mercedes-Benz GLE-Class GLE 400 4MATIC 2015 White,Mercedes-Benz,Gle-Class Gle,2015.0,Local Used,Automatic,28300000.0
Lexus ES 350 2010 White,Lexus,Es 350,2010.0,Local Used,Automatic,9000000.0
Toyota Sienna 2006 Gray,Toyota,Sienna,2006.0,Local Used,Automatic,4900000.0
Lexus RX 2005 Gold,Lexus,Rx,2005.0,Foreign Used,Automatic,13500000.0
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,Gle-Class Gle,2016.0,Local Used,Automatic,23500000.0
Lexus GX 460 Base 2015 Gray,Lexus,Gx 460,2015.0,Foreign Used,Automatic,36000000.0
Toyota RAV4 2.5 Limited 2010 Red,Toyota,Rav4 2,2010.0,Foreign Used,Automatic,13500000.0
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015,Mercedes-Benz,Glk-Class Base,2015.0,Foreign Used,Automatic,23000000.0
Mercedes-Benz GLA-Class 2017 Black,Mercedes-Benz,Gla-Class,2017.0,Foreign Used,Automatic,24000000.0
Toyota Corolla SE (1.8L 4cyl 2A) 2019,Toyota,Corolla Se,2019.0,Foreign Used,Automatic,21000000.0
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Gold,Toyota,Camry Le,2013.0,Local Used,Automatic,10500000.0
Jeep Cherokee 1997 Blue,Jeep,Cherokee,1997.0,Local Used,Automatic,9500000.0
Ford Escape 2014 Gray,Ford,Escape,2014.0,Foreign Used,Automatic,13700000.0
Kia Rondo 2014 White,Kia,Rondo,2014.0,Foreign Used,Automatic,15500000.0
Mercedes-Benz GLE-Class GLE 350 2016 Gray,Mercedes-Benz,Gle-Class Gle,2016.0,Foreign Used,Automatic,40000000.0
Toyota Sienna 2013 Silver,Toyota,Sienna,2013.0,Foreign Used,Automatic,13000000.0
Toyota Corolla 2007 Blue,Toyota,Corolla,2007.0,Foreign Used,Automatic,10000000.0
Toyota Venza 2013 Gray,Toyota,Venza,2013.0,Foreign Used,Automatic,16038000.0
Honda Accord 2006 Black,Honda,Accord,2006.0,Local Used,Automatic,3500000.0
Honda Odyssey Touring 2008 Silver,Honda,Odyssey Touring,2008.0,Local Used,Automatic,8000000.0
Lexus RX 330 2005 Silver,Lexus,Rx 330,2005.0,Foreign Used,Automatic,13480000.0
Toyota RAV4 2.5 Limited 4x4 2010 Red,Toyota,Rav4 2,2010.0,Foreign Used,Automatic,16180000.0
Lexus RX 350 AWD 2013 Black,Lexus,Rx 350,2013.0,Foreign Used,Automatic,24980000.0
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2011 Black,Mercedes-Benz,C300 Luxury,2011.0,Foreign Used,Automatic,11480000.0
Lexus ES 350 2008 Burgundy,Lexus,Es 350,2008.0,Local Used,Automatic,6850000.0
Nissan Altima 2005 Brown,Nissan,Altima,2005.0,Local Used,Automatic,2700000.0
Toyota Corolla 2014 Silver,Toyota,Corolla,2014.0,Local Used,Automatic,10700000.0
Mercedes-Benz GLA-Class 2015 Gray,Mercedes-Benz,Gla-Class,2015.0,Foreign Used,Automatic,36500000.0
Lexus RX 350 2010 Gray,Lexus,Rx 350,2010.0,Local Used,Automatic,15500000.0
Toyota Avalon Limited 4dr Sedan (3.5L 6cyl 6A) 2015 Burgundy,Toyota,Avalon Limited,2015.0,Foreign Used,Automatic,18800000.0
Lexus IS 250 2008 Black,Lexus,Is 250,2008.0,Foreign Used,Automatic,12000000.0
Toyota Venza 2013 Silver,Toyota,Venza,2013.0,Foreign Used,Automatic,17000000.0
Toyota RAV4 Automatic 2003 Silver,Toyota,Rav4 Automatic,2003.0,Foreign Used,Automatic,9800000.0
